AirportCode,DepartureAirportCode,ScheduledDepartureLocal,ScheduledDepartureUTC,ActualDepartureLocal,ActualDepartureUTC,DepartureTimeStatus,ArrivalAirportCode,ScheduledArrivalLocal,ScheduledArrivalUTC,ActualArrivalLocal,ActualArrivalUTC,ArrivalTimeStatus,MarketingAirlineID,MarketingFlightNumber,OperatingAirlineID,OperatingFlightNumber,AircraftCode,AircraftRegistration,FlightStatus,ServiceType
HKG,HKG,2024-06-13T02:00,2024-06-12T18:00Z,,,Flight On Time,JFK,2024-06-13T06:00,2024-06-13T10:00Z,,,Flight On Time,CX,844,CX,844,351,,No status,Passenger
HYD,HYD,2024-06-13T02:25,2024-06-12T20:55Z,,,Flight On Time,JED,2024-06-13T05:50,2024-06-13T02:50Z,,,Flight On Time,SV,753,SV,753,333,,No status,Passenger
HYD,HYD,2024-06-13T03:10,2024-06-12T21:40Z,2024-06-13T03:05,2024-06-12T21:35Z,Flight Early,FRA,2024-06-13T08:50,2024-06-13T06:50Z,2024-06-13T08:47,2024-06-13T06:47Z,Flight Early,LH,753,LH,753,78S,DABPA,Flight Landed,Passenger
ISB,ISB,2024-06-13T03:00,2024-06-12T22:00Z,,,Flight On Time,JED,2024-06-13T06:10,2024-06-13T03:10Z,,,Flight On Time,SV,727,SV,727,773,,No status,Passenger
JED,JED,2024-06-13T00:15,2024-06-12T21:15Z,,,Flight On Time,CAI,2024-06-13T02:30,2024-06-12T23:30Z,,,Flight On Time,SV,309,SV,309,330,,No status,Passenger
JED,JED,2024-06-13T00:30,2024-06-12T21:30Z,,,Flight On Time,DXB,2024-06-13T04:35,2024-06-13T00:35Z,,,Flight On Time,SV,590,SV,590,320,,No status,Passenger
JED,JED,2024-06-13T01:00,2024-06-12T22:00Z,,,Flight On Time,RUH,2024-06-13T02:50,2024-06-12T23:50Z,,,Flight On Time,SV,1056,SV,1056,333,,No status,Passenger
JED,JED,2024-06-13T01:00,2024-06-12T22:00Z,,,Flight On Time,DMM,2024-06-13T03:10,2024-06-13T00:10Z,,,Flight On Time,SV,1128,SV,1128,321,,No status,Passenger
JED,JED,2024-06-13T01:30,2024-06-12T22:30Z,,,Flight On Time,KHI,2024-06-13T07:30,2024-06-13T02:30Z,,,Flight On Time,SV,700,SV,700,773,,No status,Passenger
JED,JED,2024-06-13T01:40,2024-06-12T22:40Z,,,Flight On Time,ADD,2024-06-13T04:10,2024-06-13T01:10Z,,,Flight On Time,SV,421,SV,421,330,,No status,Passenger
JED,JED,2024-06-13T01:50,2024-06-12T22:50Z,,,Flight On Time,ISB,2024-06-13T09:00,2024-06-13T04:00Z,,,Flight On Time,SV,722,SV,722,773,,No status,Passenger
JED,JED,2024-06-13T01:50,2024-06-12T22:50Z,,,Flight On Time,CGK,2024-06-13T16:00,2024-06-13T09:00Z,,,Flight On Time,SV,818,SV,818,777,,No status,Passenger
JED,JED,2024-06-13T01:55,2024-06-12T22:55Z,,,Flight On Time,KUL,2024-06-13T15:55,2024-06-13T07:55Z,,,Flight On Time,SV,834,SV,834,787,,No status,Passenger
JED,JED,2024-06-13T02:05,2024-06-12T23:05Z,,,Flight On Time,TUU,2024-06-13T03:40,2024-06-13T00:40Z,,,Flight On Time,SV,1547,SV,1547,321,,No status,Passenger
JED,JED,2024-06-13T02:10,2024-06-12T23:10Z,,,Flight On Time,LHE,2024-06-13T09:05,2024-06-13T04:05Z,,,Flight On Time,SV,734,SV,734,773,,No status,Passenger
JED,JED,2024-06-13T02:10,2024-06-12T23:10Z,,,Flight On Time,MED,2024-06-13T03:15,2024-06-13T00:15Z,,,Flight On Time,SV,1420,SV,1420,330,,No status,Passenger
JED,JED,2024-06-13T02:20,2024-06-12T23:20Z,,,Flight On Time,ELQ,2024-06-13T03:50,2024-06-13T00:50Z,,,Flight On Time,SV,1254,SV,1254,320,,No status,Passenger
JED,JED,2024-06-13T02:20,2024-06-12T23:20Z,,,Flight On Time,GIZ,2024-06-13T04:00,2024-06-13T01:00Z,,,Flight On Time,SV,1781,SV,1781,320,,No status,Passenger
JED,JED,2024-06-13T02:30,2024-06-12T23:30Z,,,Flight On Time,CAI,2024-06-13T04:45,2024-06-13T01:45Z,,,Flight On Time,SV,383,SV,383,330,,No status,Passenger
JED,JED,2024-06-13T02:30,2024-06-12T23:30Z,,,Flight On Time,DAC,2024-06-13T12:10,2024-06-13T06:10Z,,,Flight On Time,SV,808,SV,808,777,,No status,Passenger
JED,JED,2024-06-13T02:40,2024-06-12T23:40Z,,,Flight On Time,AHB,2024-06-13T04:05,2024-06-13T01:05Z,,,Flight On Time,SV,1642,SV,1642,320,,No status,Passenger
JED,JED,2024-06-13T03:05,2024-06-13T00:05Z,,,Flight On Time,DMM,2024-06-13T05:15,2024-06-13T02:15Z,,,Flight On Time,SV,1130,SV,1130,320,,No status,Passenger
JED,JED,2024-06-13T03:45,2024-06-13T00:45Z,,,Flight On Time,MED,2024-06-13T04:50,2024-06-13T01:50Z,,,Flight On Time,SV,1422,SV,1422,330,,No status,Passenger
JFK,JFK,2024-06-13T00:20,2024-06-13T04:20Z,,,Flight On Time,IST,2024-06-13T17:15,2024-06-13T14:15Z,,,Flight On Time,TK,012,TK,012,77W,,No status,Passenger
JFK,JFK,2024-06-13T01:20,2024-06-13T05:20Z,,,Flight On Time,DOH,2024-06-13T20:40,2024-06-13T17:40Z,2024-06-13T20:31,2024-06-13T17:31Z,Flight Early,QR,706,QR,706,351,A7ANB,Flight Landed,Passenger
JFK,JFK,2024-06-13T01:40,2024-06-13T05:40Z,,,Flight On Time,HND,2024-06-14T04:45,2024-06-13T19:45Z,,,Flight On Time,JL,003,JL,003,77W,,No status,Passenger
JFK,JFK,2024-06-13T01:55,2024-06-13T05:55Z,,,Flight On Time,HKG,2024-06-14T05:35,2024-06-13T21:35Z,,,Flight On Time,CX,843,CX,843,359,,No status,Passenger
JFK,JFK,2024-06-13T02:00,2024-06-13T06:00Z,,,Flight On Time,GYE,2024-06-13T07:40,2024-06-13T12:40Z,,,Flight On Time,AV,7393,AV,7393,320,,No status,Passenger
JFK,JFK,2024-06-13T02:30,2024-06-13T06:30Z,,,Flight On Time,PEK,2024-06-14T07:15,2024-06-13T23:15Z,,,Flight On Time,CA,982,CA,982,747,,No status,Passenger
JFK,JFK,2024-06-13T02:55,2024-06-13T06:55Z,,,Flight On Time,SAL,2024-06-13T05:45,2024-06-13T11:45Z,,,Flight On Time,AV,567,AV,567,320,,No status,Passenger
JFK,JFK,2024-06-13T03:30,2024-06-13T07:30Z,,,Flight On Time,SAL,2024-06-13T06:20,2024-06-13T12:20Z,,,Flight On Time,AV,571,AV,571,320,,No status,Passenger
JFK,JFK,2024-06-13T04:00,2024-06-13T08:00Z,,,Flight On Time,GUA,2024-06-13T06:45,2024-06-13T12:45Z,,,Flight On Time,AV,653,AV,653,320,,No status,Passenger
KEF,KEF,2024-06-13T00:25,2024-06-13T00:25Z,2024-06-13T00:44,2024-06-13T00:44Z,Flight Delayed,FRA,2024-06-13T05:55,2024-06-13T03:55Z,2024-06-13T06:00,2024-06-13T04:00Z,Flight Delayed,LH,869,LH,869,32N,DAINY,Flight Landed,Passenger
KHI,KHI,2024-06-13T03:00,2024-06-12T22:00Z,,,Flight On Time,JED,2024-06-13T05:05,2024-06-13T02:05Z,,,Flight On Time,SV,705,SV,705,773,,No status,Passenger
KUL,KUL,2024-06-13T02:15,2024-06-12T18:15Z,,,Flight On Time,JED,2024-06-13T06:05,2024-06-13T03:05Z,,,Flight On Time,SV,841,SV,841,789,,No status,Passenger
KWI,KWI,2024-06-13T01:45,2024-06-12T22:45Z,2024-06-13T01:45,2024-06-12T22:45Z,Flight On Time,FRA,2024-06-13T07:10,2024-06-13T05:10Z,2024-06-13T06:58,2024-06-13T04:58Z,Flight Early,LH,625,LH,625,333,DAIKN,Flight Landed,Passenger
KYA,KYA,2024-06-13T03:40,2024-06-13T00:40Z,2024-06-13T03:48,2024-06-13T00:48Z,Flight On Time,DUS,2024-06-13T06:35,2024-06-13T04:35Z,2024-06-13T06:40,2024-06-13T04:40Z,Flight On Time,XQ,1326,XQ,1326,73H,TCSNT,Flight Landed,Passenger
LHE,LHE,2024-06-13T02:50,2024-06-12T21:50Z,,,Flight On Time,JED,2024-06-13T06:00,2024-06-13T03:00Z,,,Flight On Time,SV,739,SV,739,773,,No status,Passenger
LIM,LIM,2024-06-13T00:05,2024-06-13T05:05Z,,,Flight On Time,JFK,2024-06-13T09:05,2024-06-13T13:05Z,,,Flight On Time,LA,2468,LA,2468,763,,No status,Passenger
NBO,NBO,2024-06-12T23:40,2024-06-12T20:40Z,2024-06-13T00:03,2024-06-12T21:03Z,Flight Delayed,BRU,2024-06-13T07:55,2024-06-13T05:55Z,2024-06-13T08:02,2024-06-13T06:02Z,Flight Delayed,SN,491,SN,491,333,OOSFD,Flight Landed,Passenger
NBO,NBO,2024-06-13T01:00,2024-06-12T22:00Z,,,Flight On Time,JED,2024-06-13T04:50,2024-06-13T01:50Z,,,Flight On Time,SV,430,SV,430,333,,No status,Passenger
NUE,NUE,2024-06-13T00:20,2024-06-12T22:20Z,2024-06-13T01:11,2024-06-12T23:11Z,Flight Delayed,AYT,2024-06-13T04:30,2024-06-13T01:30Z,2024-06-13T05:18,2024-06-13T02:18Z,Flight Delayed,XQ,169,XQ,169,73H,TCSON,Flight Landed,Passenger
NUE,NUE,2024-06-13T02:50,2024-06-13T00:50Z,2024-06-13T03:25,2024-06-13T01:25Z,Flight Delayed,AYT,2024-06-13T07:00,2024-06-13T04:00Z,2024-06-13T07:39,2024-06-13T04:39Z,Flight Delayed,XQ,167,XQ,167,73H,TCSOP,Flight Landed,Passenger
NUE,NUE,2024-06-13T03:15,2024-06-13T01:15Z,2024-06-13T03:18,2024-06-13T01:18Z,Flight On Time,AYT,2024-06-13T07:25,2024-06-13T04:25Z,2024-06-13T07:36,2024-06-13T04:36Z,Flight On Time,XQ,165,XQ,165,73H,TCSOT,Flight Landed,Passenger
NUE,NUE,2024-06-13T03:50,2024-06-13T01:50Z,2024-06-13T03:44,2024-06-13T01:44Z,Flight Early,PMI,2024-06-13T06:00,2024-06-13T04:00Z,2024-06-13T05:53,2024-06-13T03:53Z,Flight Early,EW,6815,EW,6815,320,9HEUP,Flight Landed,Passenger
PAD,PAD,2024-06-13T01:55,2024-06-12T23:55Z,2024-06-13T02:46,2024-06-13T00:46Z,Flight Delayed,AYT,2024-06-13T06:25,2024-06-13T03:25Z,2024-06-13T07:07,2024-06-13T04:07Z,Flight Delayed,XQ,367,XQ,367,320,LYMLN,Flight Landed,Passenger
PAD,PAD,2024-06-13T03:15,2024-06-13T01:15Z,2024-06-13T03:29,2024-06-13T01:29Z,Flight On Time,AYT,2024-06-13T07:45,2024-06-13T04:45Z,2024-06-13T08:05,2024-06-13T05:05Z,Flight Delayed,XQ,369,XQ,369,73H,YRHLB,Flight Landed,Passenger
PEK,PEK,2024-06-13T02:20,2024-06-12T18:20Z,2024-06-13T03:22,2024-06-12T19:22Z,Flight Delayed,MUC,2024-06-13T06:20,2024-06-13T04:20Z,2024-06-13T07:33,2024-06-13T05:33Z,Flight Delayed,CA,961,CA,961,773,B2045,Flight Landed,Passenger
PEK,PEK,2024-06-13T02:30,2024-06-12T18:30Z,2024-06-13T02:56,2024-06-12T18:56Z,Flight Delayed,FRA,2024-06-13T06:50,2024-06-13T04:50Z,2024-06-13T07:08,2024-06-13T05:08Z,Flight Delayed,CA,965,CA,965,773,B2046,Flight Landed,Passenger
PEK,PEK,2024-06-13T02:50,2024-06-12T18:50Z,,,Flight On Time,VIE,2024-06-13T06:50,2024-06-13T04:50Z,2024-06-13T07:13,2024-06-13T05:13Z,Flight Delayed,CA,841,CA,841,359,B32CE,Flight Landed,Passenger
PMI,PMI,2024-06-12T21:25,2024-06-12T19:25Z,2024-06-13T00:13,2024-06-12T22:13Z,Flight Delayed,HAJ,2024-06-13T00:05,2024-06-12T22:05Z,2024-06-13T02:33,2024-06-13T00:33Z,Flight Delayed,EW,3591,EW,3591,32N,9HENB,Flight Landed,Passenger
PMI,PMI,2024-06-13T01:25,2024-06-12T23:25Z,2024-06-13T01:48,2024-06-12T23:48Z,Flight Delayed,CGN,2024-06-13T03:45,2024-06-13T01:45Z,2024-06-13T04:06,2024-06-13T02:06Z,Flight Delayed,EW,579,EW,579,73H,OKTSF,Flight Landed,Passenger
ADA,ADA,2024-06-14T03:40,2024-06-14T00:40Z,2024-06-14T03:32,2024-06-14T00:32Z,Flight Early,DUS,2024-06-14T06:45,2024-06-14T04:45Z,2024-06-14T06:38,2024-06-14T04:38Z,Flight Early,XQ,782,XQ,782,73H,TCSOV,Flight Landed,Passenger
ADB,ADB,2024-06-14T01:55,2024-06-13T22:55Z,2024-06-14T01:51,2024-06-13T22:51Z,Flight Early,SKP,2024-06-14T02:20,2024-06-14T00:20Z,2024-06-14T02:13,2024-06-14T00:13Z,Flight Early,XQ,896,XQ,896,73H,TCSRB,Flight Landed,Passenger
ADB,ADB,2024-06-14T02:55,2024-06-13T23:55Z,2024-06-14T02:49,2024-06-13T23:49Z,Flight Early,CGN,2024-06-14T05:20,2024-06-14T03:20Z,2024-06-14T05:17,2024-06-14T03:17Z,Flight Early,XQ,902,XQ,902,7M8,TCSOK,Flight Landed,Passenger
ADB,ADB,2024-06-14T03:35,2024-06-14T00:35Z,2024-06-14T04:00,2024-06-14T01:00Z,Flight Delayed,BEY,2024-06-14T05:10,2024-06-14T02:10Z,,,Flight Delayed,XQ,836,XQ,836,73H,TCSPE,Flight Departed,Passenger
ADB,ADB,2024-06-14T03:50,2024-06-14T00:50Z,2024-06-14T04:14,2024-06-14T01:14Z,Flight Delayed,DUS,2024-06-14T06:15,2024-06-14T04:15Z,2024-06-14T06:44,2024-06-14T04:44Z,Flight Delayed,XQ,988,XQ,988,73H,TCSOG,Flight Landed,Passenger
ADD,ADD,2024-06-14T00:05,2024-06-13T21:05Z,,,Flight On Time,FRA,2024-06-14T06:25,2024-06-14T04:25Z,2024-06-14T06:17,2024-06-14T04:17Z,Flight Early,ET,706,ET,706,359,ETAUA,Flight Landed,Passenger
ADD,ADD,2024-06-14T00:05,2024-06-13T21:05Z,,,Flight On Time,CDG,2024-06-14T06:45,2024-06-14T04:45Z,,,Flight On Time,ET,734,ET,734,359,,No status,Passenger
ADD,ADD,2024-06-14T00:35,2024-06-13T21:35Z,,,Flight On Time,VIE,2024-06-14T05:55,2024-06-14T03:55Z,2024-06-14T06:11,2024-06-14T04:11Z,Flight Delayed,ET,724,ET,724,789,WILAD,Flight Landed,Passenger
AGP,AGP,2024-06-14T01:15,2024-06-13T23:15Z,,,Flight On Time,HEL,2024-06-14T06:45,2024-06-14T03:45Z,,,Flight On Time,AY,1676,AY,1676,32B,,No status,Passenger
AHB,AHB,2024-06-14T00:05,2024-06-13T21:05Z,,,Flight On Time,JED,2024-06-14T01:25,2024-06-13T22:25Z,,,Flight On Time,SV,1621,SV,1621,320,,No status,Passenger
AHB,AHB,2024-06-14T01:45,2024-06-13T22:45Z,,,Flight On Time,JED,2024-06-14T03:05,2024-06-14T00:05Z,,,Flight On Time,SV,1643,SV,1643,320,,No status,Passenger
ALG,ALG,2024-06-14T01:50,2024-06-14T00:50Z,2024-06-14T01:40,2024-06-14T00:40Z,Flight Early,FRA,2024-06-14T05:30,2024-06-14T03:30Z,2024-06-14T05:14,2024-06-14T03:14Z,Flight Early,LH,1319,LH,1319,32Q,DAIEP,Flight Landed,Passenger
ASR,ASR,2024-06-13T22:50,2024-06-13T19:50Z,2024-06-14T00:08,2024-06-13T21:08Z,Flight Delayed,ADB,2024-06-14T00:25,2024-06-13T21:25Z,2024-06-14T01:42,2024-06-13T22:42Z,Flight Delayed,XQ,9239,XQ,9239,73H,TCSNR,Flight Landed,Passenger
ASR,ASR,2024-06-14T03:50,2024-06-14T00:50Z,2024-06-14T03:44,2024-06-14T00:44Z,Flight Early,FRA,2024-06-14T06:45,2024-06-14T04:45Z,2024-06-14T06:31,2024-06-14T04:31Z,Flight Early,XQ,720,XQ,720,7M8,TCSMN,Flight Landed,Passenger
ATH,ATH,2024-06-13T23:55,2024-06-13T20:55Z,2024-06-14T01:40,2024-06-13T22:40Z,Flight Delayed,CAI,2024-06-14T01:50,2024-06-13T22:50Z,2024-06-14T03:37,2024-06-14T00:37Z,Flight Delayed,A3,930,A3,930,321,SXDNG,Flight Landed,Passenger
AUH,AUH,2024-06-14T02:20,2024-06-13T22:20Z,,,Flight On Time,FRA,2024-06-14T07:05,2024-06-14T05:05Z,2024-06-14T07:02,2024-06-14T05:02Z,Flight Early,EY,121,EY,121,781,A6BMC,Flight Landed,Passenger
AUH,AUH,2024-06-14T02:30,2024-06-13T22:30Z,,,Flight On Time,MUC,2024-06-14T07:00,2024-06-14T05:00Z,2024-06-14T07:27,2024-06-14T05:27Z,Flight Delayed,EY,125,EY,125,789,A6BNE,Flight Landed,Passenger
AUH,AUH,2024-06-14T03:05,2024-06-13T23:05Z,,,Flight On Time,ORD,2024-06-14T08:50,2024-06-14T13:50Z,,,Flight On Time,EY,151,EY,151,351,,No status,Passenger
AUH,AUH,2024-06-14T03:15,2024-06-13T23:15Z,,,Flight On Time,CAI,2024-06-14T06:10,2024-06-14T03:10Z,,,Flight On Time,EY,657,EY,657,32Q,,No status,Passenger
AYT,AYT,2024-06-13T23:50,2024-06-13T20:50Z,2024-06-14T00:05,2024-06-13T21:05Z,Flight On Time,HAJ,2024-06-14T02:45,2024-06-14T00:45Z,2024-06-14T02:52,2024-06-14T00:52Z,Flight On Time,XQ,230,XQ,230,73H,TCSEI,Flight Landed,Passenger
AYT,AYT,2024-06-13T23:55,2024-06-13T20:55Z,2024-06-14T00:14,2024-06-13T21:14Z,Flight Delayed,CGN,2024-06-14T02:55,2024-06-14T00:55Z,2024-06-14T03:19,2024-06-14T01:19Z,Flight Delayed,XQ,112,XQ,112,73H,TCSEK,Flight Landed,Passenger
AYT,AYT,2024-06-13T23:55,2024-06-13T20:55Z,2024-06-14T00:45,2024-06-13T21:45Z,Flight Delayed,HAJ,2024-06-14T02:50,2024-06-14T00:50Z,2024-06-14T03:32,2024-06-14T01:32Z,Flight Delayed,XQ,232,XQ,232,7M8,TCSMD,Flight Landed,Passenger
AYT,AYT,2024-06-14T00:25,2024-06-13T21:25Z,2024-06-14T00:23,2024-06-13T21:23Z,Flight Early,TIA,2024-06-14T01:30,2024-06-13T23:30Z,2024-06-14T01:45,2024-06-13T23:45Z,Flight On Time,XQ,214,XQ,214,73H,TCSPU,Flight Landed,Passenger
AYT,AYT,2024-06-14T04:00,2024-06-14T01:00Z,2024-06-14T03:52,2024-06-14T00:52Z,Flight Early,PRN,2024-06-14T05:05,2024-06-14T03:05Z,2024-06-14T04:44,2024-06-14T02:44Z,Flight Early,XQ,654,XQ,654,7M8,TCSMF,Flight Landed,Passenger
BEG,BEG,2024-06-14T00:15,2024-06-13T22:15Z,2024-06-14T00:28,2024-06-13T22:28Z,No status,OTP,2024-06-14T02:30,2024-06-13T23:30Z,2024-06-14T02:30,2024-06-13T23:30Z,No status,LH,1422,LH,1422,320,DAIQW,Flight Diverted,Passenger
BEY,BEY,2024-06-14T03:20,2024-06-14T00:20Z,2024-06-14T03:37,2024-06-14T00:37Z,Flight Delayed,ZRH,2024-06-14T06:30,2024-06-14T04:30Z,2024-06-14T06:50,2024-06-14T04:50Z,Flight Delayed,LX,225,LX,225,223,HBJCP,Flight Landed,Passenger
BKK,BKK,2024-06-14T00:50,2024-06-13T17:50Z,2024-06-14T00:50,2024-06-13T17:50Z,Flight On Time,MUC,2024-06-14T07:05,2024-06-14T05:05Z,2024-06-14T07:25,2024-06-14T05:25Z,Flight Delayed,TG,924,TG,924,359,HSTHX,Flight Landed,Passenger
BKK,BKK,2024-06-14T02:20,2024-06-13T19:20Z,,,Flight On Time,VIE,2024-06-14T08:35,2024-06-14T06:35Z,2024-06-14T08:34,2024-06-14T06:34Z,Flight Early,BR,061,BR,061,781,WILAD,Flight Landed,Passenger
BLR,BLR,2024-06-14T02:10,2024-06-13T20:40Z,2024-06-14T02:14,2024-06-13T20:44Z,Flight On Time,MUC,2024-06-14T07:50,2024-06-14T05:50Z,2024-06-14T07:49,2024-06-14T05:49Z,Flight Early,LH,765,LH,765,35S,DAIVA,Flight Landed,Passenger
BOM,BOM,2024-06-14T00:55,2024-06-13T19:25Z,2024-06-14T01:01,2024-06-13T19:31Z,Flight On Time,MUC,2024-06-14T05:55,2024-06-14T03:55Z,2024-06-14T06:03,2024-06-14T04:03Z,Flight On Time,LH,767,LH,767,346,DAIHF,Flight Landed,Passenger
BOM,BOM,2024-06-14T00:55,2024-06-13T19:25Z,2024-06-14T00:52,2024-06-13T19:22Z,Flight Early,ZRH,2024-06-14T06:15,2024-06-14T04:15Z,2024-06-14T06:19,2024-06-14T04:19Z,Flight On Time,LX,155,LX,155,333,HBJHL,Flight Landed,Passenger
BOM,BOM,2024-06-14T02:45,2024-06-13T21:15Z,2024-06-14T03:03,2024-06-13T21:33Z,Flight Delayed,FRA,2024-06-14T08:10,2024-06-14T06:10Z,2024-06-14T08:01,2024-06-14T06:01Z,Flight Early,LH,757,LH,757,744,DABVZ,Flight Landed,Passenger
CAI,CAI,2024-06-14T00:55,2024-06-13T21:55Z,,,Flight On Time,JED,2024-06-14T03:15,2024-06-14T00:15Z,,,Flight On Time,SV,386,SV,386,330,,No status,Passenger
CAI,CAI,2024-06-14T02:05,2024-06-13T23:05Z,,,Flight On Time,DOH,2024-06-14T05:10,2024-06-14T02:10Z,,,Flight On Time,QR,1306,QR,1306,351,,No status,Passenger
CAI,CAI,2024-06-14T03:10,2024-06-14T00:10Z,2024-06-14T03:41,2024-06-14T00:41Z,Flight Delayed,ZRH,2024-06-14T06:30,2024-06-14T04:30Z,2024-06-14T06:41,2024-06-14T04:41Z,Flight Delayed,LX,239,LX,239,32N,HBJDA,Flight Landed,Passenger
CAI,CAI,2024-06-14T03:25,2024-06-14T00:25Z,2024-06-14T03:54,2024-06-14T00:54Z,Flight Delayed,MUC,2024-06-14T06:25,2024-06-14T04:25Z,2024-06-14T06:38,2024-06-14T04:38Z,Flight Delayed,LH,587,LH,587,32N,DAINR,Flight Landed,Passenger
CAI,CAI,2024-06-14T03:40,2024-06-14T00:40Z,2024-06-14T04:04,2024-06-14T01:04Z,Flight Delayed,VIE,2024-06-14T06:15,2024-06-14T04:15Z,2024-06-14T06:19,2024-06-14T04:19Z,Flight Delayed,OS,866,OS,866,320,OELBO,Flight Landed,Passenger
CAI,CAI,2024-06-14T03:45,2024-06-14T00:45Z,,,Flight On Time,JED,2024-06-14T06:05,2024-06-14T03:05Z,,,Flight On Time,SV,308,SV,308,330,,No status,Passenger
CAI,CAI,2024-06-14T04:00,2024-06-14T01:00Z,2024-06-14T04:29,2024-06-14T01:29Z,Flight Delayed,ATH,2024-06-14T06:00,2024-06-14T03:00Z,2024-06-14T06:32,2024-06-14T03:32Z,Flight Delayed,A3,931,A3,931,321,SXDNG,Flight Landed,Passenger
CGK,CGK,2024-06-14T00:40,2024-06-13T17:40Z,,,Flight On Time,JED,2024-06-14T06:25,2024-06-14T03:25Z,,,Flight On Time,SV,827,SV,827,777,,No status,Passenger
CGN,CGN,2024-06-14T00:20,2024-06-13T22:20Z,2024-06-14T00:56,2024-06-13T22:56Z,Flight Delayed,ADB,2024-06-14T04:30,2024-06-14T01:30Z,2024-06-14T04:42,2024-06-14T01:42Z,Flight Delayed,XQ,983,XQ,983,73H,TCSOD,Flight Landed,Passenger
CGN,CGN,2024-06-14T00:40,2024-06-13T22:40Z,2024-06-14T01:16,2024-06-13T23:16Z,Flight Delayed,AYT,2024-06-14T05:15,2024-06-14T02:15Z,2024-06-14T05:42,2024-06-14T02:42Z,Flight Delayed,XQ,117,XQ,117,73H,TCSNU,Flight Landed,Passenger
CGN,CGN,2024-06-14T01:30,2024-06-13T23:30Z,2024-06-14T02:16,2024-06-14T00:16Z,Flight Delayed,AYT,2024-06-14T06:05,2024-06-14T03:05Z,2024-06-14T06:41,2024-06-14T03:41Z,Flight Delayed,XQ,119,XQ,119,7M8,TCSOL,Flight Landed,Passenger
CGN,CGN,2024-06-14T01:40,2024-06-13T23:40Z,2024-06-14T02:01,2024-06-14T00:01Z,Flight Delayed,BJV,2024-06-14T05:55,2024-06-14T02:55Z,2024-06-14T06:00,2024-06-14T03:00Z,Flight Delayed,XQ,601,XQ,601,73H,TCSNN,Flight Landed,Passenger
CGN,CGN,2024-06-14T02:45,2024-06-14T00:45Z,2024-06-14T03:09,2024-06-14T01:09Z,Flight Delayed,AYT,2024-06-14T07:20,2024-06-14T04:20Z,2024-06-14T07:49,2024-06-14T04:49Z,Flight Delayed,XQ,115,XQ,115,73H,TCSRC,Flight Landed,Passenger
CGN,CGN,2024-06-14T03:45,2024-06-14T01:45Z,2024-06-14T04:24,2024-06-14T02:24Z,Flight Delayed,AYT,2024-06-14T08:20,2024-06-14T05:20Z,2024-06-14T09:04,2024-06-14T06:04Z,Flight Delayed,XQ,113,XQ,113,73H,TCSEK,Flight Landed,Passenger
CMB,CMB,2024-06-14T03:25,2024-06-13T21:55Z,,,Flight On Time,CDG,2024-06-14T10:55,2024-06-14T08:55Z,,,Flight On Time,UL,501,UL,501,333,,No status,Passenger
CMN,CMN,2024-06-14T01:15,2024-06-14T00:15Z,2024-06-14T01:43,2024-06-14T00:43Z,Flight Delayed,FRA,2024-06-14T05:40,2024-06-14T03:40Z,2024-06-14T05:45,2024-06-14T03:45Z,Flight Delayed,LH,1331,LH,1331,32N,DAINA,Flight Landed,Passenger
CPH,CPH,2024-06-14T01:20,2024-06-13T23:20Z,,,Flight On Time,AYT,2024-06-14T06:00,2024-06-14T03:00Z,2024-06-14T07:35,2024-06-14T04:35Z,Flight Delayed,XQ,573,XQ,573,73H,TCTLI,Flight Landed,Passenger
DAC,DAC,2024-06-14T02:35,2024-06-13T20:35Z,,,Flight On Time,JED,2024-06-14T06:30,2024-06-14T03:30Z,,,Flight On Time,SV,803,SV,803,773,,No status,Passenger
DEL,DEL,2024-06-14T01:10,2024-06-13T19:40Z,2024-06-14T01:32,2024-06-13T20:02Z,Flight Delayed,ZRH,2024-06-14T06:20,2024-06-14T04:20Z,2024-06-14T06:38,2024-06-14T04:38Z,Flight Delayed,LX,147,LX,147,333,HBJHN,Flight Landed,Passenger
DEL,DEL,2024-06-14T01:20,2024-06-13T19:50Z,2024-06-14T01:18,2024-06-13T19:48Z,Flight Early,MUC,2024-06-14T06:15,2024-06-14T04:15Z,2024-06-14T06:19,2024-06-14T04:19Z,Flight On Time,LH,763,LH,763,346,DAIHP,Flight Landed,Passenger
DEL,DEL,2024-06-14T02:50,2024-06-13T21:20Z,2024-06-14T02:52,2024-06-13T21:22Z,Flight On Time,FRA,2024-06-14T08:15,2024-06-14T06:15Z,2024-06-14T08:28,2024-06-14T06:28Z,Flight On Time,LH,761,LH,761,343,DAIFC,Flight Landed,Passenger
DMM,DMM,2024-06-13T23:40,2024-06-13T20:40Z,2024-06-14T00:15,2024-06-13T21:15Z,Flight Delayed,KWI,2024-06-14T00:45,2024-06-13T21:45Z,2024-06-14T01:21,2024-06-13T22:21Z,Flight Delayed,LH,625,LH,625,333,DAIKN,Flight Landed,Passenger
DMM,DMM,2024-06-14T00:20,2024-06-13T21:20Z,,,Flight On Time,JED,2024-06-14T02:40,2024-06-13T23:40Z,,,Flight On Time,SV,5831,SV,5831,AB6,,No status,Passenger
DMM,DMM,2024-06-14T00:50,2024-06-13T21:50Z,,,Flight On Time,JED,2024-06-14T03:05,2024-06-14T00:05Z,,,Flight On Time,SV,8117,SV,8117,320,,No status,Passenger
