AirportCode,DepartureAirportCode,ScheduledDepartureLocal,ScheduledDepartureUTC,ActualDepartureLocal,ActualDepartureUTC,DepartureTimeStatus,ArrivalAirportCode,ScheduledArrivalLocal,ScheduledArrivalUTC,ActualArrivalLocal,ActualArrivalUTC,ArrivalTimeStatus,MarketingAirlineID,MarketingFlightNumber,OperatingAirlineID,OperatingFlightNumber,AircraftCode,AircraftRegistration,FlightStatus,ServiceType
JFK,JFK,2024-06-10T01:20,2024-06-10T05:20Z,,,Flight On Time,DOH,2024-06-10T20:40,2024-06-10T17:40Z,2024-06-10T20:18,2024-06-10T17:18Z,Flight Early,QR,706,QR,706,359,A7ALZ,Flight Landed,Passenger
JFK,JFK,2024-06-10T01:40,2024-06-10T05:40Z,,,Flight On Time,HND,2024-06-11T04:45,2024-06-10T19:45Z,,,Flight On Time,JL,003,JL,003,77W,,No status,Passenger
JFK,JFK,2024-06-10T01:55,2024-06-10T05:55Z,,,Flight On Time,HKG,2024-06-11T05:35,2024-06-10T21:35Z,,,Flight On Time,CX,843,CX,843,359,,No status,Passenger
JFK,JFK,2024-06-10T02:00,2024-06-10T06:00Z,,,Flight On Time,GYE,2024-06-10T07:40,2024-06-10T12:40Z,,,Flight On Time,AV,7393,AV,7393,320,,No status,Passenger
JFK,JFK,2024-06-10T02:30,2024-06-10T06:30Z,,,Flight On Time,PEK,2024-06-11T07:15,2024-06-10T23:15Z,,,Flight On Time,CA,982,CA,982,747,,No status,Passenger
JFK,JFK,2024-06-10T02:55,2024-06-10T06:55Z,,,Flight On Time,SAL,2024-06-10T05:45,2024-06-10T11:45Z,,,Flight On Time,AV,567,AV,567,320,,No status,Passenger
JFK,JFK,2024-06-10T03:30,2024-06-10T07:30Z,,,Flight On Time,SAL,2024-06-10T06:20,2024-06-10T12:20Z,,,Flight On Time,AV,571,AV,571,320,,No status,Passenger
JFK,JFK,2024-06-10T04:00,2024-06-10T08:00Z,,,Flight On Time,GUA,2024-06-10T06:45,2024-06-10T12:45Z,,,Flight On Time,AV,653,AV,653,320,,No status,Passenger
KEF,KEF,2024-06-10T00:10,2024-06-10T00:10Z,2024-06-10T00:15,2024-06-10T00:15Z,Flight On Time,VIE,2024-06-10T06:15,2024-06-10T04:15Z,2024-06-10T06:10,2024-06-10T04:10Z,Flight Early,OS,328,OS,328,320,OELBI,Flight Landed,Passenger
KEF,KEF,2024-06-10T00:25,2024-06-10T00:25Z,2024-06-10T00:33,2024-06-10T00:33Z,Flight On Time,FRA,2024-06-10T05:55,2024-06-10T03:55Z,2024-06-10T05:50,2024-06-10T03:50Z,Flight Early,LH,869,LH,869,32N,DAIND,Flight Landed,Passenger
KEF,KEF,2024-06-10T00:40,2024-06-10T00:40Z,2024-06-10T00:51,2024-06-10T00:51Z,Flight On Time,DUS,2024-06-10T06:05,2024-06-10T04:05Z,2024-06-10T06:07,2024-06-10T04:07Z,Flight On Time,EW,9281,EW,9281,223,YLCSA,Flight Landed,Passenger
KEF,KEF,2024-06-10T01:10,2024-06-10T01:10Z,2024-06-10T01:07,2024-06-10T01:07Z,Flight Early,STR,2024-06-10T07:10,2024-06-10T05:10Z,2024-06-10T06:33,2024-06-10T04:33Z,Flight Early,EW,2797,EW,2797,320,9HMLD,Flight Landed,Passenger
KUL,KUL,2024-06-10T02:15,2024-06-09T18:15Z,,,Flight On Time,JED,2024-06-10T06:05,2024-06-10T03:05Z,,,Flight On Time,SV,841,SV,841,787,,No status,Passenger
KWI,KWI,2024-06-10T01:45,2024-06-09T22:45Z,2024-06-10T01:42,2024-06-09T22:42Z,Flight Early,FRA,2024-06-10T07:10,2024-06-10T05:10Z,2024-06-10T07:17,2024-06-10T05:17Z,Flight On Time,LH,625,LH,625,333,DAIKS,Flight Landed,Passenger
LCA,LCA,2024-06-10T02:15,2024-06-09T23:15Z,2024-06-10T02:08,2024-06-09T23:08Z,Flight Early,BEY,2024-06-10T02:55,2024-06-09T23:55Z,2024-06-10T02:50,2024-06-09T23:50Z,Flight Early,LH,1302,LH,1302,32Q,DAIEO,Flight Landed,Passenger
LIM,LIM,2024-06-10T00:05,2024-06-10T05:05Z,,,Flight On Time,JFK,2024-06-10T09:05,2024-06-10T13:05Z,,,Flight On Time,LA,2468,LA,2468,763,,No status,Passenger
MAA,MAA,2024-06-10T02:00,2024-06-09T20:30Z,,,Flight On Time,JED,2024-06-10T05:50,2024-06-10T02:50Z,,,Flight On Time,SV,5461,SV,5461,777,,No status,Passenger
MBJ,MBJ,2024-06-09T22:10,2024-06-10T03:10Z,2024-06-10T00:22,2024-06-10T05:22Z,Flight Delayed,FRA,2024-06-10T14:50,2024-06-10T12:50Z,2024-06-10T16:44,2024-06-10T14:44Z,Flight Delayed,DE,2162,DE,2162,339,DANRI,Flight Landed,Passenger
MLX,MLX,2024-06-10T03:40,2024-06-10T00:40Z,2024-06-10T03:40,2024-06-10T00:40Z,Flight On Time,FRA,2024-06-10T06:45,2024-06-10T04:45Z,2024-06-10T06:53,2024-06-10T04:53Z,Flight On Time,XQ,1668,XQ,1668,7M8,TCSMB,Flight Landed,Passenger
MQM,MQM,2024-06-09T23:05,2024-06-09T20:05Z,2024-06-10T02:17,2024-06-09T23:17Z,Flight Delayed,ADB,2024-06-10T01:15,2024-06-09T22:15Z,2024-06-10T04:20,2024-06-10T01:20Z,Flight Delayed,XQ,9297,XQ,9297,73H,TCSRB,Flight Landed,Passenger
ADA,ADA,2024-06-11T03:40,2024-06-11T00:40Z,2024-06-11T03:27,2024-06-11T00:27Z,Flight Early,DUS,2024-06-11T06:45,2024-06-11T04:45Z,2024-06-11T06:31,2024-06-11T04:31Z,Flight Early,XQ,782,XQ,782,73H,TCSEN,Flight Landed,Passenger
ADB,ADB,2024-06-11T01:50,2024-06-10T22:50Z,2024-06-11T02:18,2024-06-10T23:18Z,Flight Delayed,ARN,2024-06-11T04:40,2024-06-11T02:40Z,,,Flight Delayed,XQ,934,XQ,934,73H,TCSNV,Flight Departed,Passenger
ADB,ADB,2024-06-11T02:55,2024-06-10T23:55Z,2024-06-11T02:59,2024-06-10T23:59Z,Flight On Time,CGN,2024-06-11T05:20,2024-06-11T03:20Z,2024-06-11T05:16,2024-06-11T03:16Z,Flight Early,XQ,902,XQ,902,7M8,TCSOJ,Flight Landed,Passenger
ADB,ADB,2024-06-11T03:50,2024-06-11T00:50Z,2024-06-11T03:53,2024-06-11T00:53Z,Flight On Time,DUS,2024-06-11T06:15,2024-06-11T04:15Z,2024-06-11T06:08,2024-06-11T04:08Z,Flight Early,XQ,988,XQ,988,73H,TCSEU,Flight Landed,Passenger
ADD,ADD,2024-06-11T00:05,2024-06-10T21:05Z,,,Flight On Time,FRA,2024-06-11T06:25,2024-06-11T04:25Z,2024-06-11T06:25,2024-06-11T04:25Z,Flight On Time,ET,706,ET,706,359,ETAWO,Flight Landed,Passenger
ADD,ADD,2024-06-11T00:05,2024-06-10T21:05Z,,,Flight On Time,CDG,2024-06-11T06:45,2024-06-11T04:45Z,,,Flight On Time,ET,734,ET,734,359,,No status,Passenger
ADD,ADD,2024-06-11T00:35,2024-06-10T21:35Z,,,Flight On Time,VIE,2024-06-11T05:55,2024-06-11T03:55Z,2024-06-11T06:45,2024-06-11T04:45Z,Flight Delayed,ET,730,ET,730,77L,WILAD,Flight Landed,Passenger
AGP,AGP,2024-06-11T01:15,2024-06-10T23:15Z,,,Flight On Time,HEL,2024-06-11T06:45,2024-06-11T03:45Z,,,Flight On Time,AY,1676,AY,1676,32B,,No status,Passenger
AHB,AHB,2024-06-11T00:05,2024-06-10T21:05Z,,,Flight On Time,JED,2024-06-11T01:25,2024-06-10T22:25Z,,,Flight On Time,SV,1621,SV,1621,320,,No status,Passenger
AHB,AHB,2024-06-11T01:45,2024-06-10T22:45Z,,,Flight On Time,JED,2024-06-11T03:05,2024-06-11T00:05Z,,,Flight On Time,SV,1643,SV,1643,320,,No status,Passenger
ALA,ALA,2024-06-11T00:45,2024-06-10T19:45Z,2024-06-11T00:43,2024-06-10T19:43Z,Flight Early,FRA,2024-06-11T05:50,2024-06-11T03:50Z,2024-06-11T05:27,2024-06-11T03:27Z,Flight Early,LH,646,LH,646,333,DAIKO,Flight Landed,Passenger
ALG,ALG,2024-06-11T01:50,2024-06-11T00:50Z,2024-06-11T01:46,2024-06-11T00:46Z,Flight Early,FRA,2024-06-11T05:30,2024-06-11T03:30Z,2024-06-11T05:10,2024-06-11T03:10Z,Flight Early,LH,1319,LH,1319,32Q,DAIEQ,Flight Landed,Passenger
ASR,ASR,2024-06-11T03:25,2024-06-11T00:25Z,2024-06-11T03:35,2024-06-11T00:35Z,Flight On Time,DUS,2024-06-11T06:30,2024-06-11T04:30Z,2024-06-11T06:25,2024-06-11T04:25Z,Flight Early,XQ,798,XQ,798,73H,TCSEO,Flight Landed,Passenger
ASR,ASR,2024-06-11T03:50,2024-06-11T00:50Z,2024-06-11T03:50,2024-06-11T00:50Z,Flight On Time,FRA,2024-06-11T06:45,2024-06-11T04:45Z,2024-06-11T06:31,2024-06-11T04:31Z,Flight Early,XQ,720,XQ,720,7M8,TCSMD,Flight Landed,Passenger
ATH,ATH,2024-06-10T23:55,2024-06-10T20:55Z,2024-06-11T01:50,2024-06-10T22:50Z,Flight Delayed,CAI,2024-06-11T01:50,2024-06-10T22:50Z,2024-06-11T03:50,2024-06-11T00:50Z,Flight Delayed,A3,930,A3,930,321,SXNAM,Flight Landed,Passenger
AUH,AUH,2024-06-11T02:20,2024-06-10T22:20Z,,,Flight On Time,FRA,2024-06-11T07:05,2024-06-11T05:05Z,2024-06-11T07:03,2024-06-11T05:03Z,Flight Early,EY,121,EY,121,789,A6BLQ,Flight Landed,Passenger
AUH,AUH,2024-06-11T02:30,2024-06-10T22:30Z,,,Flight On Time,MUC,2024-06-11T07:00,2024-06-11T05:00Z,2024-06-11T06:43,2024-06-11T04:43Z,Flight Early,EY,125,EY,125,789,A6BLX,Flight Landed,Passenger
AUH,AUH,2024-06-11T03:05,2024-06-10T23:05Z,,,Flight On Time,ORD,2024-06-11T08:50,2024-06-11T13:50Z,,,Flight On Time,EY,151,EY,151,351,,No status,Passenger
AUH,AUH,2024-06-11T03:15,2024-06-10T23:15Z,,,Flight On Time,CAI,2024-06-11T06:10,2024-06-11T03:10Z,,,Flight On Time,EY,657,EY,657,32Q,,No status,Passenger
AYT,AYT,2024-06-10T23:35,2024-06-10T20:35Z,2024-06-11T00:30,2024-06-10T21:30Z,Flight Delayed,PAD,2024-06-11T02:25,2024-06-11T00:25Z,2024-06-11T03:25,2024-06-11T01:25Z,Flight Delayed,XQ,368,XQ,368,73H,YRHLB,Flight Landed,Passenger
AYT,AYT,2024-06-10T23:45,2024-06-10T20:45Z,2024-06-11T00:29,2024-06-10T21:29Z,Flight Delayed,NUE,2024-06-11T02:10,2024-06-11T00:10Z,,,Flight Delayed,XQ,164,XQ,164,73H,TCSOT,Flight Departed,Passenger
AYT,AYT,2024-06-10T23:50,2024-06-10T20:50Z,2024-06-11T00:19,2024-06-10T21:19Z,Flight Delayed,HAJ,2024-06-11T02:45,2024-06-11T00:45Z,2024-06-11T03:09,2024-06-11T01:09Z,Flight Delayed,XQ,230,XQ,230,73H,TCSOG,Flight Landed,Passenger
AYT,AYT,2024-06-10T23:55,2024-06-10T20:55Z,2024-06-11T00:17,2024-06-10T21:17Z,Flight Delayed,CGN,2024-06-11T02:55,2024-06-11T00:55Z,2024-06-11T03:20,2024-06-11T01:20Z,Flight Delayed,XQ,112,XQ,112,7M8,TCSMI,Flight Landed,Passenger
AYT,AYT,2024-06-10T23:55,2024-06-10T20:55Z,2024-06-11T00:08,2024-06-10T21:08Z,Flight On Time,HAJ,2024-06-11T02:50,2024-06-11T00:50Z,2024-06-11T03:03,2024-06-11T01:03Z,Flight On Time,XQ,232,XQ,232,7M8,TCSMB,Flight Landed,Passenger
AYT,AYT,2024-06-11T00:05,2024-06-10T21:05Z,2024-06-11T03:06,2024-06-11T00:06Z,Flight Delayed,TBS,2024-06-11T03:15,2024-06-10T23:15Z,,,Flight Delayed,XQ,302,XQ,302,73H,TCSOP,Flight Departed,Passenger
AYT,AYT,2024-06-11T00:20,2024-06-10T21:20Z,2024-06-11T00:41,2024-06-10T21:41Z,Flight Delayed,TIA,2024-06-11T01:25,2024-06-10T23:25Z,,,Flight Delayed,XQ,216,XQ,216,73H,TCSNU,Flight Departed,Passenger
AYT,AYT,2024-06-11T00:25,2024-06-10T21:25Z,2024-06-11T01:40,2024-06-10T22:40Z,Flight Delayed,TIA,2024-06-11T01:30,2024-06-10T23:30Z,,,Flight Delayed,XQ,214,XQ,214,73H,TCSPB,Flight Departed,Passenger
AYT,AYT,2024-06-11T04:00,2024-06-11T01:00Z,2024-06-11T03:50,2024-06-11T00:50Z,Flight Early,PRN,2024-06-11T05:05,2024-06-11T03:05Z,2024-06-11T04:57,2024-06-11T02:57Z,Flight Early,XQ,654,XQ,654,73H,TCSEY,Flight Landed,Passenger
BKK,BKK,2024-06-11T00:50,2024-06-10T17:50Z,2024-06-11T01:21,2024-06-10T18:21Z,Flight Delayed,MUC,2024-06-11T07:05,2024-06-11T05:05Z,2024-06-11T07:29,2024-06-11T05:29Z,Flight Delayed,TG,924,TG,924,359,HSTHV,Flight Landed,Passenger
BKK,BKK,2024-06-11T02:20,2024-06-10T19:20Z,,,Flight On Time,VIE,2024-06-11T08:35,2024-06-11T06:35Z,2024-06-11T08:29,2024-06-11T06:29Z,Flight Early,BR,061,BR,061,781,WILAD,Flight Landed,Passenger
BLR,BLR,2024-06-11T02:10,2024-06-10T20:40Z,2024-06-11T02:46,2024-06-10T21:16Z,Flight Delayed,MUC,2024-06-11T07:50,2024-06-11T05:50Z,2024-06-11T08:19,2024-06-11T06:19Z,Flight Delayed,LH,765,LH,765,35S,DAIVA,Flight Landed,Passenger
BOM,BOM,2024-06-11T00:55,2024-06-10T19:25Z,2024-06-11T01:12,2024-06-10T19:42Z,Flight Delayed,ZRH,2024-06-11T06:15,2024-06-11T04:15Z,2024-06-11T06:21,2024-06-11T04:21Z,Flight Delayed,LX,155,LX,155,333,HBJHH,Flight Landed,Passenger
BOM,BOM,2024-06-11T01:05,2024-06-10T19:35Z,,,Flight On Time,JED,2024-06-11T03:45,2024-06-11T00:45Z,,,Flight On Time,SV,3641,SV,3641,333,,No status,Passenger
BOM,BOM,2024-06-11T00:55,2024-06-10T19:25Z,2024-06-11T02:23,2024-06-10T20:53Z,Flight Delayed,MUC,2024-06-11T05:55,2024-06-11T03:55Z,2024-06-11T07:26,2024-06-11T05:26Z,Flight Delayed,LH,767,LH,767,346,DAIHI,Flight Landed,Passenger
BOM,BOM,2024-06-11T02:20,2024-06-10T20:50Z,,,Flight On Time,JED,2024-06-11T05:00,2024-06-11T02:00Z,,,Flight On Time,SV,3639,SV,3639,333,,No status,Passenger
BOM,BOM,2024-06-11T02:45,2024-06-10T21:15Z,2024-06-11T03:44,2024-06-10T22:14Z,Flight Delayed,FRA,2024-06-11T08:10,2024-06-11T06:10Z,2024-06-11T08:57,2024-06-11T06:57Z,Flight Delayed,LH,757,LH,757,744,DABVX,Flight Landed,Passenger
CAI,CAI,2024-06-11T00:55,2024-06-10T21:55Z,,,Flight On Time,JED,2024-06-11T03:15,2024-06-11T00:15Z,,,Flight On Time,SV,386,SV,386,330,,No status,Passenger
CAI,CAI,2024-06-11T02:05,2024-06-10T23:05Z,,,Flight On Time,DOH,2024-06-11T05:10,2024-06-11T02:10Z,,,Flight On Time,QR,1306,QR,1306,788,,No status,Passenger
CAI,CAI,2024-06-11T03:10,2024-06-11T00:10Z,2024-06-11T03:26,2024-06-11T00:26Z,Flight Delayed,ZRH,2024-06-11T06:30,2024-06-11T04:30Z,2024-06-11T06:34,2024-06-11T04:34Z,Flight Delayed,LX,239,LX,239,32N,HBJDA,Flight Landed,Passenger
CAI,CAI,2024-06-11T03:25,2024-06-11T00:25Z,2024-06-11T03:37,2024-06-11T00:37Z,Flight On Time,MUC,2024-06-11T06:25,2024-06-11T04:25Z,2024-06-11T06:29,2024-06-11T04:29Z,Flight On Time,LH,587,LH,587,32N,DAINH,Flight Landed,Passenger
CAI,CAI,2024-06-11T03:40,2024-06-11T00:40Z,2024-06-11T04:00,2024-06-11T01:00Z,Flight Delayed,VIE,2024-06-11T06:15,2024-06-11T04:15Z,2024-06-11T06:23,2024-06-11T04:23Z,Flight Delayed,OS,866,OS,866,320,OELBI,Flight Landed,Passenger
CAI,CAI,2024-06-11T03:45,2024-06-11T00:45Z,,,Flight On Time,JED,2024-06-11T06:05,2024-06-11T03:05Z,,,Flight On Time,SV,308,SV,308,333,,No status,Passenger
CAI,CAI,2024-06-11T04:00,2024-06-11T01:00Z,2024-06-11T04:40,2024-06-11T01:40Z,Flight Delayed,ATH,2024-06-11T06:00,2024-06-11T03:00Z,2024-06-11T06:35,2024-06-11T03:35Z,Flight Delayed,A3,931,A3,931,321,SXNAM,Flight Landed,Passenger
CGK,CGK,2024-06-11T00:40,2024-06-10T17:40Z,,,Flight On Time,JED,2024-06-11T06:25,2024-06-11T03:25Z,,,Flight On Time,SV,827,SV,827,773,,No status,Passenger
CGN,CGN,2024-06-11T00:40,2024-06-10T22:40Z,2024-06-11T01:36,2024-06-10T23:36Z,Flight Delayed,AYT,2024-06-11T05:15,2024-06-11T02:15Z,2024-06-11T06:06,2024-06-11T03:06Z,Flight Delayed,XQ,117,XQ,117,73H,TCSEP,Flight Landed,Passenger
CGN,CGN,2024-06-11T01:30,2024-06-10T23:30Z,2024-06-11T02:18,2024-06-11T00:18Z,Flight Delayed,AYT,2024-06-11T06:05,2024-06-11T03:05Z,2024-06-11T06:55,2024-06-11T03:55Z,Flight Delayed,XQ,119,XQ,119,7M8,TCSMA,Flight Landed,Passenger
CGN,CGN,2024-06-11T01:40,2024-06-10T23:40Z,2024-06-11T02:06,2024-06-11T00:06Z,Flight Delayed,BJV,2024-06-11T05:55,2024-06-11T02:55Z,2024-06-11T06:15,2024-06-11T03:15Z,Flight Delayed,XQ,601,XQ,601,73H,TCSPY,Flight Landed,Passenger
CGN,CGN,2024-06-11T02:45,2024-06-11T00:45Z,2024-06-11T05:23,2024-06-11T03:23Z,Flight Delayed,AYT,2024-06-11T07:20,2024-06-11T04:20Z,2024-06-11T09:54,2024-06-11T06:54Z,Flight Delayed,XQ,115,XQ,115,73H,TCSPO,Flight Landed,Passenger
CGN,CGN,2024-06-11T03:45,2024-06-11T01:45Z,2024-06-11T04:07,2024-06-11T02:07Z,Flight Delayed,AYT,2024-06-11T08:20,2024-06-11T05:20Z,2024-06-11T08:56,2024-06-11T05:56Z,Flight Delayed,XQ,113,XQ,113,7M8,TCSMI,Flight Landed,Passenger
CGN,CGN,2024-06-11T03:50,2024-06-11T01:50Z,2024-06-11T03:50,2024-06-11T01:50Z,Flight On Time,HER,2024-06-11T08:05,2024-06-11T05:05Z,2024-06-11T08:08,2024-06-11T05:08Z,Flight On Time,EW,676,EW,676,73H,OKTVU,Flight Landed,Passenger
CMN,CMN,2024-06-11T01:15,2024-06-11T00:15Z,2024-06-11T01:46,2024-06-11T00:46Z,Flight Delayed,FRA,2024-06-11T05:40,2024-06-11T03:40Z,2024-06-11T05:52,2024-06-11T03:52Z,Flight Delayed,LH,1331,LH,1331,32N,DAINE,Flight Landed,Passenger
CPH,CPH,2024-06-11T01:20,2024-06-10T23:20Z,,,Flight On Time,AYT,2024-06-11T06:00,2024-06-11T03:00Z,2024-06-11T06:04,2024-06-11T03:04Z,Flight On Time,XQ,573,XQ,573,73H,TCSOO,Flight Landed,Passenger
DEL,DEL,2024-06-11T01:10,2024-06-10T19:40Z,2024-06-11T01:19,2024-06-10T19:49Z,Flight On Time,ZRH,2024-06-11T06:20,2024-06-11T04:20Z,2024-06-11T06:31,2024-06-11T04:31Z,Flight On Time,LX,147,LX,147,333,HBJHC,Flight Landed,Passenger
DEL,DEL,2024-06-11T01:20,2024-06-10T19:50Z,2024-06-11T01:42,2024-06-10T20:12Z,Flight Delayed,MUC,2024-06-11T06:15,2024-06-11T04:15Z,2024-06-11T06:22,2024-06-11T04:22Z,Flight Delayed,LH,763,LH,763,346,DAIHV,Flight Landed,Passenger
DEL,DEL,2024-06-11T02:50,2024-06-10T21:20Z,2024-06-11T03:53,2024-06-10T22:23Z,Flight Delayed,FRA,2024-06-11T08:15,2024-06-11T06:15Z,2024-06-11T10:02,2024-06-11T08:02Z,Flight Delayed,LH,761,LH,761,343,DAIGO,Flight Landed,Passenger
DIY,DIY,2024-06-11T03:45,2024-06-11T00:45Z,2024-06-11T03:37,2024-06-11T00:37Z,Flight Early,HAJ,2024-06-11T07:10,2024-06-11T05:10Z,2024-06-11T06:53,2024-06-11T04:53Z,Flight Early,XQ,1720,XQ,1720,73H,TCSPU,Flight Landed,Passenger
DMM,DMM,2024-06-10T23:40,2024-06-10T20:40Z,2024-06-11T00:07,2024-06-10T21:07Z,Flight Delayed,KWI,2024-06-11T00:45,2024-06-10T21:45Z,2024-06-11T01:23,2024-06-10T22:23Z,Flight Delayed,LH,625,LH,625,333,DAIKS,Flight Landed,Passenger
DMM,DMM,2024-06-11T02:00,2024-06-10T23:00Z,,,Flight On Time,JED,2024-06-11T04:15,2024-06-11T01:15Z,,,Flight On Time,SV,1131,SV,1131,321,,No status,Passenger
DMM,DMM,2024-06-11T04:00,2024-06-11T01:00Z,,,Flight On Time,JED,2024-06-11T06:15,2024-06-11T03:15Z,,,Flight On Time,SV,1127,SV,1127,321,,No status,Passenger
DOH,DOH,2024-06-11T01:20,2024-06-10T22:20Z,,,Flight On Time,MAN,2024-06-11T06:45,2024-06-11T05:45Z,,,Flight On Time,QR,021,QR,021,789,,No status,Passenger
DOH,DOH,2024-06-11T01:20,2024-06-10T22:20Z,,,Flight On Time,IAD,2024-06-11T08:45,2024-06-11T12:45Z,,,Flight On Time,QR,709,QR,709,77W,,No status,Passenger
DOH,DOH,2024-06-11T01:45,2024-06-10T22:45Z,,,Flight On Time,JFK,2024-06-11T09:00,2024-06-11T13:00Z,,,Flight On Time,QR,703,QR,703,77W,,No status,Passenger
DOH,DOH,2024-06-11T02:10,2024-06-10T23:10Z,,,Flight On Time,VIE,2024-06-11T07:00,2024-06-11T05:00Z,2024-06-11T06:44,2024-06-11T04:44Z,Flight Early,QR,189,QR,189,788,A7BCD,Flight Landed,Passenger
DXB,DXB,2024-06-11T00:50,2024-06-10T20:50Z,2024-06-11T00:46,2024-06-10T20:46Z,Flight Early,FRA,2024-06-11T05:40,2024-06-11T03:40Z,2024-06-11T05:34,2024-06-11T03:34Z,Flight Early,LH,631,LH,631,333,DAIKI,Flight Landed,Passenger
DXB,DXB,2024-06-11T01:15,2024-06-10T21:15Z,2024-06-11T01:15,2024-06-10T21:15Z,Flight On Time,ZRH,2024-06-11T06:10,2024-06-11T04:10Z,2024-06-11T06:19,2024-06-11T04:19Z,Flight On Time,LX,243,LX,243,333,HBJHM,Flight Landed,Passenger
EBB,EBB,2024-06-10T23:25,2024-06-10T20:25Z,2024-06-11T00:23,2024-06-10T21:23Z,Flight Delayed,BRU,2024-06-11T06:45,2024-06-11T04:45Z,2024-06-11T07:13,2024-06-11T05:13Z,Flight Delayed,SN,467,SN,467,333,OOSFB,Flight Landed,Passenger
EVN,EVN,2024-06-11T00:50,2024-06-10T20:50Z,2024-06-11T01:58,2024-06-10T21:58Z,Flight Delayed,BRU,2024-06-11T03:45,2024-06-11T01:45Z,2024-06-11T04:34,2024-06-11T02:34Z,Flight Delayed,SN,2900,SN,2900,320,OOSNE,Flight Landed,Passenger
EVN,EVN,2024-06-11T03:05,2024-06-10T23:05Z,2024-06-11T03:29,2024-06-10T23:29Z,Flight Delayed,FRA,2024-06-11T05:40,2024-06-11T03:40Z,2024-06-11T05:54,2024-06-11T03:54Z,Flight Delayed,DE,847,DE,847,320,LZFBH,Flight Landed,Passenger
EZS,EZS,2024-06-11T03:45,2024-06-11T00:45Z,2024-06-11T03:43,2024-06-11T00:43Z,Flight Early,STR,2024-06-11T06:50,2024-06-11T04:50Z,2024-06-11T06:51,2024-06-11T04:51Z,Flight On Time,XQ,1740,XQ,1740,73H,TCSEI,Flight Landed,Passenger
FMO,FMO,2024-06-11T00:10,2024-06-10T22:10Z,2024-06-11T00:30,2024-06-10T22:30Z,Flight Delayed,AYT,2024-06-11T04:45,2024-06-11T01:45Z,2024-06-11T05:13,2024-06-11T02:13Z,Flight Delayed,XQ,251,XQ,251,7M8,TCSMN,Flight Landed,Passenger
FMO,FMO,2024-06-11T01:50,2024-06-10T23:50Z,2024-06-11T01:57,2024-06-10T23:57Z,Flight On Time,AYT,2024-06-11T06:25,2024-06-11T03:25Z,2024-06-11T06:29,2024-06-11T03:29Z,Flight On Time,XQ,255,XQ,255,73H,TCSPR,Flight Landed,Passenger
FMO,FMO,2024-06-11T03:40,2024-06-11T01:40Z,2024-06-11T04:05,2024-06-11T02:05Z,Flight Delayed,AYT,2024-06-11T08:15,2024-06-11T05:15Z,2024-06-11T09:04,2024-06-11T06:04Z,Flight Delayed,XQ,257,XQ,257,73H,TCSPH,Flight Landed,Passenger
GZT,GZT,2024-06-10T22:50,2024-06-10T19:50Z,2024-06-11T00:29,2024-06-10T21:29Z,Flight Delayed,ADB,2024-06-11T00:40,2024-06-10T21:40Z,2024-06-11T02:18,2024-06-10T23:18Z,Flight Delayed,XQ,9229,XQ,9229,73H,TCSEM,Flight Landed,Passenger
HEL,HEL,2024-06-11T00:05,2024-06-10T21:05Z,,,Flight On Time,VAA,2024-06-11T01:05,2024-06-10T22:05Z,,,Flight On Time,AY,321,AY,321,AT7,,No status,Passenger
HEL,HEL,2024-06-11T00:20,2024-06-10T21:20Z,,,Flight On Time,TLL,2024-06-11T00:55,2024-06-10T21:55Z,,,Flight On Time,AY,1035,AY,1035,AT7,,No status,Passenger
HEL,HEL,2024-06-11T00:25,2024-06-10T21:25Z,,,Flight On Time,SIN,2024-06-11T18:35,2024-06-11T10:35Z,,,Flight On Time,AY,131,AY,131,359,,No status,Passenger
HEL,HEL,2024-06-11T00:50,2024-06-10T21:50Z,,,Flight On Time,PVG,2024-06-11T18:15,2024-06-11T10:15Z,,,Flight On Time,AY,087,AY,087,359,,No status,Passenger
HKG,HKG,2024-06-11T02:00,2024-06-10T18:00Z,,,Flight On Time,JFK,2024-06-11T06:00,2024-06-11T10:00Z,,,Flight On Time,CX,844,CX,844,351,,No status,Passenger
HYD,HYD,2024-06-11T02:15,2024-06-10T20:45Z,,,Flight On Time,JED,2024-06-11T05:40,2024-06-11T02:40Z,,,Flight On Time,SV,753,SV,753,333,,No status,Passenger
HYD,HYD,2024-06-11T03:10,2024-06-10T21:40Z,2024-06-11T04:09,2024-06-10T22:39Z,Flight Delayed,FRA,2024-06-11T08:50,2024-06-11T06:50Z,2024-06-11T10:00,2024-06-11T08:00Z,Flight Delayed,LH,753,LH,753,78S,DABPA,Flight Landed,Passenger
IKA,IKA,2024-06-11T02:40,2024-06-10T23:10Z,2024-06-11T02:38,2024-06-10T23:08Z,Flight Early,VIE,2024-06-11T05:55,2024-06-11T03:55Z,2024-06-11T05:34,2024-06-11T03:34Z,Flight Early,OS,872,OS,872,32N,OELZN,Flight Landed,Passenger
JED,JED,2024-06-11T00:15,2024-06-10T21:15Z,,,Flight On Time,CAI,2024-06-11T02:30,2024-06-10T23:30Z,,,Flight On Time,SV,309,SV,309,333,,No status,Passenger
JED,JED,2024-06-11T00:35,2024-06-10T21:35Z,,,Flight On Time,DXB,2024-06-11T04:35,2024-06-11T00:35Z,,,Flight On Time,SV,590,SV,590,330,,No status,Passenger
